,Proportion of non-white character mentions,Proportion of non-white character dialogue,Burstiness of most frequent character,Min burstiness non-white character,Min burstiness white character,Dataset,Author race,Most frequent character race,Most frequent character gender,Most frequent character POV,Hollyhock recurrence,AP recurrence,Different main character race in book,Book
191,0.7589899524061343,0.5984419263456091,0.5384741581765158,0.5384741581765158,0.6102916508374637,Both,Non-white,Black,M,First person,3,0,True,lesson before dying - gaines
192,0.920742591931453,0.9865470852017937,0.3226540997797386,0.3226540997797386,inf,Teachers Only,Non-white,Black,F,First person,1,0,False,left to tell - ilibagiza
193,1.0,1.0,0.346735094467662,0.346735094467662,inf,Teachers Only,Non-white,AAPI,F,First person,1,0,False,latehomecomer - yang
194,0.14645669291338584,0.0908203125,0.572798885928993,0.7194394408622993,0.572798885928993,AP Only,White,White*,M,Third person,0,1,True,last of the mohicans - cooper
195,0.945626022519488,0.7741935483870968,0.1735601889340719,0.1735601889340719,0.5519243812543336,Teachers Only,Non-white,Multiracial†,F,First person,1,0,True,know my name - miller
196,1.0,1.0,0.2732796645900938,0.2732796645900938,inf,Teachers Only,Non-white,MENA,F,First person,1,0,False,knock at the door - ahnert
197,1.0,1.0,0.18278384262875652,0.18278384262875652,inf,Both,Non-white,MENA,M,First person,14,5,False,kite runner - hosseini
198,0.6649352662997131,0.5724108293940696,0.14100737197547325,0.14100737197547325,0.5769488109258507,Both,Non-white,Black,F,First person,4,2,True,kindred - butler
199,1.0,1.0,0.64659636518329,0.64659636518329,inf,AP Only,Non-white,AAPI,M,First person,0,1,False,kafka on the shore - murakami
200,0.8988639512330285,0.890295358649789,0.6491654391268811,0.6491654391268811,0.684540537397159,Teachers Only,Non-white,Black,M,First person,2,0,True,just mercy - stevenson
201,0.0,0.0,0.6498521164436054,inf,0.6498521164436054,Both,White,White*,M,Third person,1,1,False,jungle - sinclair
202,0.30728314238952537,0.5558086560364465,0.23814499006378173,0.5050854489149088,0.23814499006378173,Teachers Only,Non-white,White*,M,First person,1,0,True,jumped in - flores-scott
203,0.0,0.0,0.5386301681566149,inf,0.5386301681566149,AP Only,White,White*,M,Third person,0,5,False,jude the obscure - hardy
204,1.0,1.0,0.678449898319969,0.5345755842610047,inf,AP Only,Non-white,Black,F,Third person,0,1,False,joys of motherhood - emecheta
205,1.0,1.0,0.8876569052570148,0.8350876672312263,inf,Both,Non-white,AAPI,F,First person,2,2,False,joy luck club - tan
206,0.859626362221069,0.8153409090909091,0.19005201229483878,0.19005201229483878,0.7447139200925608,AP Only,Non-white,AAPI,F,First person,0,3,True,jasmine - mukherjee
207,0.0,0.0,0.3919028656984613,inf,0.3919028656984613,AP Only,White,White*,F,First person,0,13,False,jane eyre - bronte
208,1.0,1.0,0.3667606174946826,0.3667606174946826,inf,Both,Non-white,Black,M,First person,5,16,False,invisible man - ellison
209,0.0,0.0,0.7135132496591367,inf,0.6126207004747585,Teachers Only,White,White*,M,Third person,3,0,False,into the wild - krakauer
210,1.0,1.0,0.6064409454228752,0.6064409454228752,inf,AP Only,Non-white,Multiracial†,F,Third person,0,1,False,inheritance of loss - desai
211,1.0,1.0,0.4972833417600592,0.4972833417600592,inf,Both,Non-white,Latinx,F,First person,10,1,False,in the time of the butterflies - alvarez
212,0.0,0.0,0.4604103336854659,inf,0.4604103336854659,AP Only,White,White*,M,Third person,0,2,False,in the lake of the woods - o'brien
213,0.5034916201117319,0.4022346368715084,0.5987382464798423,0.5987382464798423,0.6353169728210433,Teachers Only,White,Multiracial†,M,Third person,4,0,True,in cold blood - capote
214,0.7513057452792286,0.8142857142857143,0.7871306912527466,0.5118978657478914,0.6130930965743716,Teachers Only,White,Black,F,Third person,8,0,True,immortal life of henrietta lacks - skloot
215,1.0,1.0,0.5524542862317319,0.5524542862317319,inf,Teachers Only,Non-white,Multiracial†,F,First person,1,0,False,i rigoberta menchu - menchu
216,1.0,1.0,0.3533748778630248,0.3533748778630248,inf,Teachers Only,Non-white,Black,F,First person,5,0,False,i know why the caged bird sings - angelou
217,0.9459545890629997,0.8943798449612403,0.15973924898140648,0.15973924898140648,0.7730919165669939,Teachers Only,Non-white,Latinx,F,First person,3,0,True,i am not your perfect mexican daughter - sanchez
218,1.0,1.0,0.3355328680034558,0.3355328680034558,inf,Teachers Only,Non-white,MENA,F,First person,1,0,False,i am malala - yousafzai
219,0.044097560975609754,0.07404255319148936,0.16425070239721837,0.6346076899771701,0.16425070239721837,Teachers Only,White,White*,F,First person,1,0,True,hunger games - collins
220,0.49379178605539636,0.23295454545454544,0.668624884122106,0.500377558017442,0.668624884122106,Teachers Only,Non-white,White*,M,Third person,1,0,True,human being died that night - gobodo-madikizela
221,0.0,0.0,0.47566982226077653,inf,0.47566982226077653,AP Only,White,White*,F,Third person,0,1,False,howards end - forster
222,1.0,1.0,0.6980756207668475,0.6904765448668125,inf,Teachers Only,Non-white,Latinx,F,First person,4,0,False,how the garcia girls lost their accents - alvarez
223,1.0,1.0,0.3210642494982717,0.26118503343085064,inf,Teachers Only,Non-white,MENA,F,Third person,2,0,False,how does it feel to be a problem - bayoumi
224,0.0,0.0,0.539276908941835,inf,0.36017348423988393,AP Only,White,White*,F,Third person,0,1,False,housekeeping a novel - robinson
225,1.0,,0.41000445101313476,0.41000445101313476,inf,Both,Non-white,Latinx,F,First person,24,4,False,house on mango street - cisneros
226,1.0,1.0,0.7924468427826563,0.6741626822171306,inf,Teachers Only,Non-white,Latinx,F,First person,1,0,False,house of the spirits - allende
227,0.9395523948964651,0.8964788732394366,0.14915720265726837,0.14915720265726837,0.5000629849015349,Teachers Only,White,Latinx,M,Third person,1,0,True,house of the scorpion - farmer
228,0.0,0.0,0.6844989471766223,inf,0.6760343320437913,AP Only,White,White*,F,Third person,0,1,False,house of seven gables - hawthorne
229,0.0,0.0,0.4740792682134379,inf,0.4740792682134379,AP Only,White,White*,F,Third person,0,5,False,house of mirth - wharton
230,0.867330016583748,0.9428571428571428,0.6880967597186797,0.6880967597186797,0.6335314059504563,AP Only,Non-white,Native/Indigenous,M,First person,0,2,True,house made of dawn - momaday
231,1.0,1.0,0.4399944472061486,0.4399944472061486,inf,AP Only,Non-white,AAPI,M,Third person,0,2,False,house for mr biswas - naipaul
232,0.8569304477118784,0.8725,0.8137571333712792,0.7375418304223764,0.8772225067456756,Both,Non-white,Black,F,Third person,4,2,True,homegoing - gyasi
233,1.0,1.0,0.5593686569072274,0.5593686569072274,inf,AP Only,Non-white,Black,M,Third person,0,1,False,home to harlem - mckay
234,0.2295229522952295,0.33436532507739936,0.5325475392537744,0.6067021914012093,0.5325475392537744,Teachers Only,White,White*,M,Third person,1,0,True,holes - sachar
235,0.2517921146953405,0.21755725190839695,0.6162622030506054,0.5684174445741706,0.5452444966689421,AP Only,White,White*,F,Third person,0,1,True,high wind in jamaica - hughes
236,1.0,1.0,0.19514780554028358,0.19514780554028358,inf,Teachers Only,Non-white,AAPI,F,Third person,1,0,False,hen who dreamed she could fly - hwang
237,0.4178938446869372,0.402970297029703,0.7488930541860475,0.738692943633956,0.6106616415200916,Teachers Only,White,White*,F,First person,4,0,True,help - stockett
238,0.0,0.0,0.2901800174547933,inf,0.2901800174547933,Both,White,White*,M,First person,2,16,False,heart of darkness - conrad
239,0.0,0.0,0.4460496825075109,inf,0.4460496825075109,AP Only,White,White*,F,First person,0,1,False,haunting of hill house - jackson
240,0.9179273827534039,0.912287793047696,0.2456763558579141,0.2456763558579141,0.6647519538474785,Teachers Only,Non-white,Black,F,First person,12,0,True,hate u give - thomas
241,0.0,0.0,0.6591801759063899,inf,0.6591801759063899,AP Only,White,White*,M,Third person,0,1,False,hard times - dickens
242,0.0,0.0,0.335463936440728,inf,0.335463936440728,Both,White,White*,F,First person,9,3,False,handmaid s tale - atwood
243,0.0,,0.44573992729400025,inf,0.44573992729400025,AP Only,White,White*,M,First person,0,4,False,gulliver s travels - swift
244,0.0,0.0,0.37898134863418725,inf,0.5234718926322616,AP Only,White,White*,M,Third person,0,1,False,grendel - gardner
245,0.0,0.0,0.37380939700398574,inf,0.37380939700398574,Both,White,White*,M,First person,41,11,False,great gatsby - fitzgerald
246,0.0,0.0,0.29077836389113193,inf,0.29077836389113193,AP Only,White,White*,M,First person,0,18,False,great expectations - dickens
247,0.0,0.0,0.6725414108334465,inf,0.5476650179487519,Both,White,White*,M,Third person,5,8,False,grapes of wrath - steinbeck
248,0.8988705017073811,0.8505013673655424,0.07053898410749701,0.07053898410749701,0.6494126848983488,Teachers Only,Non-white,Latinx,F,First person,1,0,True,graffiti girl - parra
249,0.0,0.0,0.5898004109416157,inf,0.43665041457494747,AP Only,White,White*,M,Third person,0,2,False,good soldier - ford
250,0.0,0.0,0.23332808821375325,inf,0.23332808821375325,AP Only,White,White*,M,First person,0,1,False,goldfinch - tartt
251,0.0,0.0,0.636296026174457,inf,0.5664849854832547,AP Only,White,White*,F,Third person,0,1,False,golden bowl - james
252,0.12345909600298842,0.23146223146223147,0.4344386297233514,0.4268858792286392,0.39576338592484384,AP Only,White,White*,M,Third person,0,3,True,going after cacciato - o'brien
253,1.0,1.0,0.6473263145524193,0.5641728441530236,inf,AP Only,Non-white,AAPI,F,Third person,0,4,False,god of small things - roy
254,0.9261850620955047,0.9608540925266904,0.8193870178200671,0.6731827546533391,inf,AP Only,Non-white,Black,M,Third person,0,2,False,go tell it on the mountain - baldwin
255,0.0,0.0,0.3853492446014037,inf,0.3853492446014037,Teachers Only,White,White*,F,First person,3,0,False,glass castle - walls
256,0.0,0.0,0.19603961712381038,inf,0.19603961712381038,Teachers Only,White,White*,M,Third person,2,0,False,giver - lowry
257,1.0,1.0,0.7409842080222013,0.6735120649028068,inf,Teachers Only,Non-white,AAPI,F,Third person,1,0,False,girls burn brighter an unrestored women - rao
258,0.0,0.0,0.7173321018606597,inf,0.6250410745884292,Teachers Only,White,White*,F,First person,2,0,False,girl on the train - hawkins
259,0.9306117290192113,0.9159120310478654,0.1739877370882052,0.1739877370882052,0.7844923303648514,AP Only,Non-white,AAPI,M,First person,0,4,True,gesture life - lee
260,0.0,0.0,0.6810726294399717,inf,0.6712797071330887,AP Only,White,White*,M,Third person,0,1,False,germinal - zola
261,0.2703440742763517,0.14596670934699105,0.7379587580873768,0.6515356557586531,0.7236540348327712,AP Only,Non-white,White*,M,Third person,0,2,True,gathering of old men - gaines
262,1.0,1.0,0.21039217453715756,0.21039217453715756,inf,Teachers Only,Non-white,Latinx,F,First person,5,0,False,gabi a girl in pieces - quintero
263,0.7568947906026557,0.8440366972477065,0.791865015313437,0.7353174378144303,0.7806310203010153,Teachers Only,White,Black,M,Third person,1,0,True,friday night lights - bissinger
264,1.0,1.0,0.3896507114167083,0.3896507114167083,inf,AP Only,Non-white,AAPI,M,Third person,0,1,False,free life a novel - jin
265,0.0,0.0,0.8551192896069382,inf,0.7416112570369165,Both,White,White*,M,First person,18,7,False,frankenstein - shelley
266,0.0,0.0,0.6703850667272045,inf,0.6703850667272045,AP Only,White,White*,M,Third person,0,2,False,for whom the bell tolls - hemingway
267,0.90386803185438,0.8787878787878788,0.3618994999553096,0.3618994999553096,0.7184820089113936,Teachers Only,Non-white,Native/Indigenous,M,First person,7,0,True,flight - alexie
268,0.0,0.0,0.4240851037595162,inf,0.4240851037595162,AP Only,White,White*,M,Third person,0,1,False,fixer - malamud
269,1.0,1.0,0.4188394114578355,0.4188394114578355,inf,Teachers Only,Non-white,Black,M,First person,1,0,False,fist stick knife gun - canada
270,1.0,1.0,0.4182335488131462,0.4182335488131462,inf,Teachers Only,Non-white,AAPI,F,First person,1,0,False,first they killed my father - ung
271,1.0,1.0,0.8107376361108101,0.7690022494802112,inf,AP Only,Non-white,AAPI,F,Third person,0,1,False,fine balance - mistry
272,0.0,0.0,0.37172991772318176,inf,0.37172991772318176,AP Only,White,White*,M,First person,0,2,False,fifth business - davies
273,0.9540162492671078,0.8873239436619719,0.20396509482161615,0.20396509482161615,0.6734553879832392,Teachers Only,Non-white,Black,M,First person,1,0,True,felix ever after - callender
274,0.0,0.0,0.2857328318154645,inf,0.2857328318154645,Teachers Only,White,White*,M,First person,3,0,False,feed - anderson
275,0.0,0.0,0.23611005860240358,inf,0.23611005860240358,Both,White,White*,M,First person,2,3,False,farewell to arms - hemingway
276,0.0,0.0,0.4347851022032532,inf,0.4347851022032532,Teachers Only,White,White*,M,Third person,18,0,False,fahrenheit 451 - bradbury
277,0.0,0.0,0.519883388633748,inf,0.519883388633748,AP Only,White,White*,M,First person,0,1,False,extremely loud and incredibly close - foer
278,0.6712760795730228,0.7224137931034482,0.7888978512283044,0.738057525648879,0.8178860307106262,Teachers Only,White,Black,F,Third person,1,0,True,evicted - desmond
279,0.6983897834536369,0.6434573829531812,0.7135801007315646,0.605858976478233,0.6309990688755471,Teachers Only,Non-white,Multiracial†,F,Third person,1,0,True,everything i never told you - ng
280,0.8099944061159798,0.849624060150376,0.6897444346144017,0.6897444346144017,0.802739819192079,Teachers Only,Non-white,Multiracial†,F,First person,1,0,True,eva luna - allende
281,0.0,0.0,0.24190617051169408,inf,0.24190617051169408,AP Only,White,White*,M,Third person,0,5,False,ethan frome - wharton
282,1.0,1.0,0.5466953880703208,0.5466953880703208,inf,Teachers Only,Non-white,Latinx,M,Third person,5,0,False,enrique s journey - nazario
283,0.21803977272727273,0.27071823204419887,0.7138570123789266,0.7565027328091994,0.6032968403803922,AP Only,Non-white,White*,M,Third person,0,1,True,english patient - ondaatje
284,0.0,0.0,0.5324177041413201,inf,0.5324177041413201,Teachers Only,White,White*,M,Third person,6,0,False,ender s game - card
285,0.0,0.0,0.45891979580145853,inf,0.45891979580145853,AP Only,White,White*,F,Third person,0,2,False,emma - austen
286,0.0,0.0,0.37960677603117526,inf,0.37960677603117526,AP Only,White,White*,M,First person,0,1,False,elmet - mozley
287,0.0,0.0,0.22883169977671092,inf,0.22883169977671092,Teachers Only,White,White*,F,First person,1,0,False,educated - westover
288,0.15929253867151957,0.20916647944282185,0.7724683947333063,0.7769474355620244,0.7473805885033212,AP Only,White,White*,M,Third person,0,1,True,east of eden - steinbeck
289,1.0,1.0,0.4181092512995643,0.4181092512995643,inf,Teachers Only,Non-white,Multiracial†,M,First person,1,0,False,dreams from my father - obama
290,1.0,1.0,0.6908188210530042,0.6908188210530042,inf,AP Only,Non-white,Latinx,F,First person,0,1,False,dreaming in cuban - garcia
291,0.0,0.0,0.7872417146345828,inf,0.6046850537752471,Both,White,White*,M,First person,1,2,False,dracula - stoker
292,1.0,1.0,0.2616096274216043,0.2616096274216043,inf,Teachers Only,Non-white,Multiracial†,M,First person,1,0,False,down these mean streets - thomas
293,0.0,0.0,0.7667952253385425,inf,0.6968374041533576,AP Only,White,White*,M,Third person,0,5,False,don quixote - cervantes
294,0.0,0.0,0.7508116646587133,inf,0.7508116646587133,AP Only,White,White*,M,Third person,0,1,False,doctor zhivago - pasternak
295,0.057541129751195394,0.1295774647887324,0.15787166513859896,0.6521484722455014,0.15787166513859896,Teachers Only,White,White*,F,First person,2,0,True,divergent - roth
296,1.0,1.0,0.2689928759999732,0.2689928759999732,inf,Teachers Only,Non-white,Latinx,F,First person,2,0,False,distance between us - grande
297,0.0,0.0,0.42255854502737367,inf,0.42255854502737367,Teachers Only,White,White*,M,First person,1,0,False,dispatches - herr
298,1.0,1.0,0.2599092945824287,0.2599092945824287,inf,Teachers Only,Non-white,Black,M,First person,1,0,False,discovering wes moore - moore
299,0.0,0.0,0.3675813671073707,inf,0.3114210817885098,Teachers Only,White,White*,F,First person,1,0,False,diary of a young girl - frank
300,0.0,0.0,0.523015954671595,inf,0.47875211795093014,AP Only,White,White*,M,Third person,0,1,False,death in venice - mann
301,0.8312289562289562,0.8495297805642633,0.1668267325481195,0.1668267325481195,0.6100632220711785,Teachers Only,Non-white,Black,M,First person,2,0,True,dear martin - stone
302,0.0,0.0,0.2963694458938763,inf,0.2963694458938763,AP Only,White,White*,M,First person,0,2,False,david copperfield - dickens
303,0.8986037234042553,0.855,0.10202128186281599,0.10202128186281599,0.5050253641636689,Teachers Only,Non-white,Multiracial†,M,First person,1,0,True,darius the great is not okay - khorram
304,1.0,1.0,0.2079136840020418,0.2079136840020418,inf,Teachers Only,Non-white,MENA,F,First person,1,0,False,dancing in the mosque - qaderi
305,0.0,0.0,0.22277936167314777,inf,0.22277936167314777,AP Only,White,White*,M,Third person,0,2,False,daisy miller - james
306,0.9157199877187596,0.8203753351206434,0.18605131298507455,0.18605131298507455,0.5220397237538064,Teachers Only,Non-white,Multiracial†,F,First person,1,0,True,crying in h mart - zauner
307,1.0,,0.5960278762845033,0.5960278762845033,inf,Both,White,Black,M,Third person,2,2,False,cry the beloved country - paton
308,0.0,0.0,0.673778787682357,inf,0.6223197505530366,AP Only,White,White*,M,Third person,0,1,False,crossing - mccarthy
309,0.0,0.0,0.6266980199224336,inf,0.6266980199224336,Both,White,White*,M,Third person,1,14,False,crime and punishment - dostoevsky
310,0.0,0.0,0.2111096593789222,inf,0.2111096593789222,AP Only,White,White*,F,First person,0,1,False,country of the pointed firs - jewett
311,0.0,0.0,0.7520050301505696,inf,0.7520050301505696,Teachers Only,Non-white,White*,M,Third person,1,0,False,count of monte cristo - dumas
312,0.8488888888888889,0.9736842105263158,0.6554601958018043,0.5017927436646235,0.7091986508051723,AP Only,Non-white,Black,M,Third person,0,1,True,coming through slaughter - ondaatje
313,1.0,1.0,0.3360462689330861,0.3360462689330861,inf,Teachers Only,Non-white,Black,F,First person,1,0,False,coming of age in mississippi - moody
314,1.0,,0.2776117114721677,0.2776117114721677,inf,Both,Non-white,Black,F,First person,4,6,False,color purple - walker
315,0.7838205302515295,0.48267326732673266,0.33519002226526257,0.33519002226526257,0.6574559389612529,Teachers Only,Non-white,Multiracial†,M,First person,5,0,True,color of water - mcbride
316,1.0,1.0,0.3387169435801297,0.3387169435801297,inf,Teachers Only,Non-white,Black,F,First person,1,0,False,coldest winter ever - souljah
317,0.0,,0.8206117882620592,inf,0.7223902629291288,AP Only,White,White*,M,Third person,0,2,False,cold mountain - frazier
318,0.5249169435215947,0.24719101123595505,0.6763521734577089,0.6763521734577089,0.6718998227858519,Teachers Only,Non-white,Multiracial†,F,Third person,1,0,True,clotel - brown
319,1.0,1.0,0.2714055450598058,0.2714055450598058,inf,Teachers Only,Non-white,Latinx,M,First person,2,0,False,circuit - jimenez
320,0.0,0.0,0.1766288830969787,inf,0.1766288830969787,Teachers Only,White,White*,F,First person,1,0,False,circe - miller
321,0.0,0.0,0.7080401115862005,inf,0.5993768527091257,AP Only,White,White*,M,Third person,0,1,False,cider house rules - irving
322,1.0,1.0,0.5777983080479475,0.09521279313030988,inf,Teachers Only,Non-white,Multiracial†,M,Third person,1,0,False,chronicle of a death foretold - marquez
323,0.0,0.0,0.25519855559229215,inf,0.25519855559229215,AP Only,White,White*,M,First person,0,2,False,chosen - potok
324,0.0,0.0,0.27345707850303824,inf,0.27345707850303824,Teachers Only,White,White*,M,First person,2,0,False,child called it - pelzer
325,1.0,1.0,0.6474597372914475,0.6474597372914475,inf,Both,Non-white,Multiracial†,M,Third person,1,8,False,ceremony - silko
326,0.0,0.0,0.16481969548708045,inf,0.16481969548708045,Both,White,White*,M,First person,5,5,False,catcher in the rye - salinger
327,0.553475935828877,0.5171727227476356,0.6411306890332341,0.6411306890332341,0.6207190857894483,AP Only,White,Multiracial†,M,Third person,0,9,True,catch 22 - heller
328,0.0,0.0,0.31786550648615447,inf,0.31786550648615447,AP Only,White,White*,F,First person,0,4,False,cat s eye - atwood
329,0.0,0.0,0.5015847577239045,inf,0.5015847577239045,Both,White,White*,M,Third person,2,4,False,candide - voltaire
330,0.0,0.0,0.5974377694632554,inf,0.5422805923115919,AP Only,White,White*,M,Third person,0,1,False,burgess boys - strout
331,1.0,1.0,0.24685544680924804,0.24685544680924804,inf,Teachers Only,Non-white,Black,M,First person,6,0,False,buck a memoir - asante
332,1.0,1.0,0.5706141609288942,0.5706141609288942,inf,AP Only,Non-white,Black,F,Third person,0,2,False,brown girl brownstones - marshall
333,0.0,0.0,0.8168462689605157,inf,0.7727866669105375,AP Only,White,White*,M,Third person,0,1,False,brothers karamazov - dostoevsky
334,0.7536715620827771,0.5934959349593496,0.6028811086784462,0.6028811086784462,0.27926888799464894,Teachers Only,Non-white,Black,M,First person,2,0,True,bronx masquerade - grimes
335,0.0,0.0,0.7861833710457918,inf,0.7265761341033005,AP Only,White,White*,F,Third person,0,1,False,broken for you - kallos
336,1.0,,0.8285313682506357,0.6972097058322589,inf,Both,Non-white,Latinx,M,Third person,10,1,False,brief wondrous life of oscar wao - diaz
337,0.0,0.0,0.3649262384982939,inf,0.3649262384982939,AP Only,White,White*,M,First person,0,2,False,brideshead revisited - waugh
338,1.0,1.0,0.2695636361753032,0.2695636361753032,inf,Both,Non-white,Black,F,First person,2,1,False,breath eyes memory - danticat
339,0.0,0.0,0.5737675121585684,inf,0.5737675121585684,Teachers Only,White,White*,M,Third person,1,0,False,breakfast of champions - vonnegut
340,0.0,0.0,0.7073599642312968,inf,0.3600107020905058,Both,White,White*,M,Third person,8,5,False,brave new world - huxley
341,1.0,1.0,0.38330864798997083,0.38330864798997083,inf,Teachers Only,Non-white,Multiracial†,M,First person,5,0,False,born a crime - noah
342,0.0,0.0,0.541952308150629,inf,0.541952308150629,Teachers Only,White,White*,F,Third person,1,0,False,book thief - zusak
343,1.0,1.0,0.7499917858975685,0.6609340219011588,inf,Teachers Only,Non-white,Latinx,M,First person,1,0,False,book of unknown americans - henriquez
344,1.0,1.0,0.9226460538817586,0.423066577964995,inf,AP Only,Non-white,AAPI,F,Third person,0,4,False,bonesetter s daughter - tan
345,1.0,1.0,0.2749038077530711,0.2749038077530711,inf,Both,Non-white,AAPI,F,First person,1,1,False,bone a novel - ng
346,0.0,0.0,0.42257571834157087,inf,0.2265222986638028,Teachers Only,White,White*,M,First person,1,0,False,body - king
347,1.0,1.0,0.35704655948599306,0.35704655948599306,inf,Teachers Only,Non-white,Latinx,M,First person,6,0,False,bodega dreams - quinonez
348,1.0,1.0,0.7620757085433565,0.7142583329365769,inf,Both,Non-white,Black,M,Third person,24,3,False,bluest eye - morrison
349,0.0,0.0,0.4645425957155166,inf,0.4645425957155166,AP Only,White,White*,F,First person,0,3,False,blind assassin - atwood
350,1.0,1.0,0.27977974062435385,0.27977974062435385,inf,Both,Non-white,Multiracial†,M,First person,3,4,False,bless me ultima - anaya
351,0.0,0.0,0.8042249740863112,inf,0.8042249740863112,AP Only,White,White*,F,First person,0,4,False,bleak house - dickens
352,1.0,1.0,0.29725981333942897,0.29725981333942897,inf,Both,Non-white,Black,M,First person,1,4,False,black boy - wright
353,1.0,1.0,0.48214941912228054,0.48214941912228054,inf,Teachers Only,Non-white,Latinx,F,First person,2,0,False,bird of paradise how i became a latina - cepeda
354,0.0,0.0,0.671061169957872,inf,0.5330082229716827,AP Only,White,White*,M,First person,0,7,False,billy budd - melville
355,1.0,1.0,0.2847646807413382,0.2847646807413382,inf,Teachers Only,Non-white,Black,M,First person,14,0,False,between the world and me - coates
356,0.8414746543778802,0.7995283018867925,0.39353172423952015,0.39353172423952015,0.7094014217846726,AP Only,Non-white,AAPI,M,First person,0,2,True,bend in the river - naipaul
357,1.0,1.0,0.6756651101975962,0.49771101149469366,inf,Both,Non-white,Black,F,Third person,14,16,False,beloved - morrison
358,0.0,0.0,0.07415414443575656,inf,0.07415414443575656,Teachers Only,White,White*,F,First person,4,0,False,bell jar - plath
359,1.0,1.0,0.23195522027944407,0.23195522027944407,inf,Teachers Only,Non-white,Latinx,F,First person,1,0,False,before we were free - alvarez
360,0.0,0.0,0.35599786083342283,inf,0.35599786083342283,Both,White,White*,F,Third person,5,11,False,awakening - chopin
361,1.0,1.0,0.37267939404601746,0.37267939404601746,inf,Teachers Only,Non-white,Black,M,First person,2,0,False,autobiography of malcolm x - haley
362,1.0,1.0,0.4259772936615483,0.4259772936615483,inf,AP Only,Non-white,Multiracial†,M,First person,0,2,False,autobiography of an ex colored man - johnson
363,0.0,0.0,0.6865288896464264,inf,0.6865288896464264,Both,White,White*,F,First person,1,4,False,atonement - mcewan
364,0.0,0.0,0.2355123186929658,inf,0.2355123186929658,Teachers Only,White,White*,F,First person,1,0,False,asking for it - o'neill
365,0.0,0.0,0.5186395611057014,inf,0.5186395611057014,AP Only,White,White*,M,First person,0,7,False,as i lay dying - faulkner
366,1.0,1.0,0.1850951904040069,0.1850951904040069,inf,Teachers Only,Non-white,Latinx,M,First person,1,0,False,aristotle and dante discover the secrets of the universe - saenz
367,0.32749981845908066,0.29744936234058517,0.7286470477375401,0.7983791832667438,0.7283946770024052,AP Only,Non-white,White*,M,Third person,0,2,True,another country - baldwin
368,0.0,0.0,0.813094492834176,inf,0.773968322682256,AP Only,White,White*,F,Third person,0,8,False,anna karenina - tolstoy
369,0.0,0.0,0.43775124967723245,inf,0.31072464622663143,Teachers Only,White,White*,M,Third person,15,0,False,animal farm - orwell
370,0.0,0.0,0.6929510741020634,inf,0.40873189192691334,AP Only,White,White*,M,First person,0,1,False,angle of repose - stegner
371,1.0,1.0,0.7109184174607588,0.7109184174607588,inf,Teachers Only,Non-white,Black,F,Third person,6,0,False,americanah - adichie
372,0.0,0.0,0.5492278346305391,inf,0.5492278346305391,AP Only,White,White*,M,Third person,0,1,False,american tragedy - dreiser
373,0.0,0.0,0.5679336290427818,inf,0.5679336290427818,AP Only,White,White*,M,Third person,0,1,False,american pastoral - roth
374,0.0,0.0,0.3543348970083517,inf,0.3543348970083517,AP Only,White,White*,M,Third person,0,3,False,american - james
375,1.0,1.0,0.37204032012967153,0.37204032012967153,inf,Teachers Only,Non-white,Latinx,M,First person,3,0,False,always running - rodriguez
376,0.14012143858010276,0.041237113402061855,0.6199305470169789,0.8744914568694115,0.6199305470169789,AP Only,White,White*,M,Third person,0,7,True,all the pretty horses - mccarthy
377,0.0,0.0,0.5996513932312132,inf,0.5645212989607974,AP Only,White,White*,F,Third person,0,2,False,all the light we cannot see - doerr
378,0.0,0.0,0.5495502664304273,inf,0.5495502664304273,AP Only,White,White*,M,First person,0,8,False,all the king s men - warren
379,0.0,0.0,0.38074503269174237,inf,0.38074503269174237,Teachers Only,White,White*,M,First person,1,0,False,all souls - macdonald
380,0.0,0.0,0.5150937091393116,inf,0.4906368151976624,Teachers Only,White,White*,M,First person,1,0,False,all quiet on the western front - remarque
381,0.3777742549143944,0.3200704225352113,0.6406199730135513,0.6406199730135513,0.6721920812006211,AP Only,Non-white,Multiracial†,F,First person,0,1,True,all over creation - ozeki
382,1.0,1.0,0.17839025820232865,0.17839025820232865,inf,Teachers Only,Non-white,Black,M,First person,1,0,False,all boys aren t blue - johnson
383,0.43433261955745894,0.3008695652173913,0.6745753490385324,0.6745753490385324,0.5619922808906341,Teachers Only,Non-white,Black,M,First person,4,0,True,all american boys - reynolds
384,0.0,0.0,0.2759493615151995,inf,0.2759493615151995,Teachers Only,White,White*,F,Third person,1,0,False,alice s adventures in wonderland - carroll
385,0.0,0.0,0.5149552232266669,inf,0.5149552232266669,AP Only,White,White*,F,First person,0,4,False,alias grace - atwood
386,0.10946745562130178,0.3491271820448878,0.362261012686436,0.7523363996537845,0.362261012686436,Both,Non-white,White*,M,Third person,6,1,True,alchemist - coelho
387,0.0,0.0,0.36871748632606416,inf,0.36871748632606416,AP Only,White,White*,M,Third person,0,6,False,age of innocence - wharton
388,0.19712298450837812,0.1371280724450194,0.4851818088518296,0.7177689845355978,0.4851818088518296,Both,White,White*,M,First person,6,10,True,adventures of huckleberry finn - twain
389,0.0,0.0,0.32418744427119944,inf,0.32418744427119944,AP Only,White,White*,M,First person,0,1,False,adventures of augie march - bellow
390,0.0,0.0,0.7473054799479475,inf,0.7473054799479475,AP Only,White,White*,M,Third person,0,1,False,adam bede - eliot
